system_time_utc,UNIQUEID,count,area,tile,date,satname
2016-12-09 00:13:25,OFS_00645,2404.0,240400.0,56JKN,2016-12-09 00:13:25,S2
2016-12-09 00:13:25,OFS_00901,2421.0,242100.0,56JKN,2016-12-09 00:13:25,S2
2016-12-09 00:13:25,OFS_00908,2680.0,268000.0,56JKN,2016-12-09 00:13:25,S2
2016-12-19 00:13:23,OFS_00840,3395.0,339500.0,56JKN,2016-12-19 00:13:23,S2
2016-12-26 00:02:12,OFS_00645,1734.0,173400.0,56JKN,2016-12-26 00:02:12,S2
2016-12-26 00:02:12,OFS_00840,3347.0,334700.0,56JKN,2016-12-26 00:02:12,S2
2016-12-26 00:02:12,OFS_00842,7585.0,758500.0,56JKN,2016-12-26 00:02:12,S2
2016-12-26 00:02:12,OFS_00901,2449.0,244900.0,56JKN,2016-12-26 00:02:12,S2
2016-12-26 00:02:12,OFS_00908,1116.0,111600.0,56JKN,2016-12-26 00:02:12,S2
2016-12-29 00:13:23,OFS_00645,2417.0,241700.0,56JKN,2016-12-29 00:13:23,S2
2016-12-29 00:13:23,OFS_00840,3368.0,336800.0,56JKN,2016-12-29 00:13:23,S2
2016-12-29 00:13:23,OFS_00842,7554.0,755400.0,56JKN,2016-12-29 00:13:23,S2
2016-12-29 00:13:23,OFS_00901,2440.0,244000.0,56JKN,2016-12-29 00:13:23,S2
2016-12-29 00:13:23,OFS_00908,1031.0,103100.0,56JKN,2016-12-29 00:13:23,S2
2017-01-05 00:02:44,OFS_00645,2352.0,235200.0,56JKN,2017-01-05 00:02:44,S2
2017-01-05 00:02:44,OFS_00842,7200.0,720000.0,56JKN,2017-01-05 00:02:44,S2
2017-01-05 00:02:44,OFS_00901,2379.0,237900.0,56JKN,2017-01-05 00:02:44,S2
2017-01-05 00:02:44,OFS_00908,884.0,88400.0,56JKN,2017-01-05 00:02:44,S2
2017-01-15 00:02:42,OFS_00645,926.0,92600.0,56JKN,2017-01-15 00:02:42,S2
2017-01-15 00:02:42,OFS_00901,2415.0,241500.0,56JKN,2017-01-15 00:02:42,S2
2017-01-15 00:02:42,OFS_00908,310.0,31000.0,56JKN,2017-01-15 00:02:42,S2
2017-01-18 00:12:50,OFS_00645,1160.0,116000.0,56JKN,2017-01-18 00:12:50,S2
2017-01-18 00:12:50,OFS_00840,3400.0,340000.0,56JKN,2017-01-18 00:12:50,S2
2017-01-18 00:12:50,OFS_00842,7467.0,746700.0,56JKN,2017-01-18 00:12:50,S2
2017-01-18 00:12:50,OFS_00901,2390.0,239000.0,56JKN,2017-01-18 00:12:50,S2
2017-01-18 00:12:50,OFS_00908,61.0,6100.0,56JKN,2017-01-18 00:12:50,S2
2017-02-07 00:12:07,OFS_00645,655.0,65500.0,56JKN,2017-02-07 00:12:07,S2
2017-02-07 00:12:07,OFS_00840,2014.0,201400.0,56JKN,2017-02-07 00:12:07,S2
2017-02-07 00:12:07,OFS_00842,7401.0,740100.0,56JKN,2017-02-07 00:12:07,S2
2017-02-07 00:12:07,OFS_00901,2606.0,260600.0,56JKN,2017-02-07 00:12:07,S2
2017-02-07 00:12:07,OFS_00908,0.0,0.0,56JKN,2017-02-07 00:12:07,S2
